Time,Open,High,Low,Close,Volume
2006-12-31 00:00:00,119.005,119.034,118.992,119.024,42023
2007-01-01 00:00:00,119.033,119.072,118.526,118.73,607043
2007-01-02 00:00:00,118.742,118.929,118.47,118.729,626436
2007-01-03 00:00:00,118.726,119.668,118.634,119.358,612003
2007-01-04 00:00:00,119.348,119.496,118.372,118.513,621981
2007-01-05 00:00:00,118.483,119.013,117.975,118.6,553317
2007-01-07 00:00:00,118.607,118.731,118.214,118.336,72875
2007-01-08 00:00:00,118.338,118.918,118.107,118.898,627976
2007-01-09 00:00:00,118.901,119.517,118.81,119.315,615596
2007-01-10 00:00:00,119.317,119.765,119.119,119.607,618559
2007-01-11 00:00:00,119.617,120.718,119.581,120.569,615102
2007-01-12 00:00:00,120.57,120.691,120.161,120.294,536828
2007-01-14 00:00:00,120.361,120.428,120.051,120.218,67599
2007-01-15 00:00:00,120.228,120.597,120.147,120.424,612714
2007-01-16 00:00:00,120.433,120.867,120.185,120.826,617607
2007-01-17 00:00:00,120.833,120.839,120.344,120.555,614296
2007-01-18 00:00:00,120.572,121.573,120.517,121.309,622025
2007-01-19 00:00:00,121.32,121.47,121.081,121.202,542262
2007-01-21 00:00:00,121.228,121.394,121.171,121.296,70189
2007-01-22 00:00:00,121.302,121.78,121.24,121.713,620855
2007-01-23 00:00:00,121.717,121.779,121.102,121.584,617820
2007-01-24 00:00:00,121.594,121.693,120.371,120.436,614287
2007-01-25 00:00:00,120.418,121.631,120.19,121.345,612175
2007-01-26 00:00:00,121.355,121.629,121.257,121.507,540412
2007-01-28 00:00:00,121.436,121.812,121.387,121.745,69276
2007-01-29 00:00:00,121.72,122.165,121.534,121.614,611253
2007-01-30 00:00:00,121.634,121.979,121.467,121.569,614368
2007-01-31 00:00:00,121.56,121.727,120.484,120.58,609718
2007-02-01 00:00:00,120.569,120.823,120.134,120.677,616318
2007-02-02 00:00:00,120.678,121.344,120.62,121.102,550853
2007-02-04 00:00:00,121.08,121.179,120.702,120.784,70613
2007-02-05 00:00:00,120.78,120.886,120.013,120.13,618025
2007-02-06 00:00:00,120.166,120.554,119.97,120.179,612897
2007-02-07 00:00:00,120.17,120.889,120.089,120.87,613234
2007-02-08 00:00:00,120.872,121.423,120.718,121.31,614189
2007-02-09 00:00:00,121.323,121.743,121.104,121.679,544388
2007-02-11 00:00:00,121.772,122.087,121.754,121.966,74912
2007-02-12 00:00:00,121.98,122.03,121.339,121.412,630702
2007-02-13 00:00:00,121.442,121.537,121.042,121.149,619114
2007-02-14 00:00:00,121.14,121.32,119.81,120.108,615645
2007-02-15 00:00:00,120.114,120.359,119.147,119.342,616533
2007-02-16 00:00:00,119.349,119.55,118.984,119.392,545386
2007-02-18 00:00:00,119.392,119.57,119.198,119.351,69147
2007-02-19 00:00:00,119.365,119.793,119.301,119.598,617369
2007-02-20 00:00:00,119.59,120.497,119.557,120.348,617185
2007-02-21 00:00:00,120.335,121.17,119.713,120.989,616062
2007-02-22 00:00:00,120.987,121.636,120.939,121.603,609438
2007-02-23 00:00:00,121.608,121.621,120.898,121.039,544378
2007-02-25 00:00:00,121.014,121.06,120.767,120.868,67775
2007-02-26 00:00:00,120.871,120.987,120.308,120.415,606965
2007-02-27 00:00:00,120.42,120.472,117.515,118.447,612055
2007-02-28 00:00:00,118.455,118.847,117.974,118.381,612453
2007-03-01 00:00:00,118.365,118.448,116.979,117.65,616518
2007-03-02 00:00:00,117.647,117.812,116.417,116.778,548028
2007-03-04 00:00:00,116.736,116.788,115.466,115.867,69990
2007-03-05 00:00:00,115.859,116.506,115.148,116.352,616432
2007-03-06 00:00:00,116.362,116.881,116.19,116.424,603503
2007-03-07 00:00:00,116.423,116.601,115.552,116.123,612537
2007-03-08 00:00:00,116.127,117.47,116.091,117.186,612554
2007-03-09 00:00:00,117.188,118.363,117.163,118.295,546935
2007-03-11 00:00:00,118.292,118.398,118.002,118.251,84349
2007-03-12 00:00:00,118.258,118.475,117.209,117.52,616959
2007-03-13 00:00:00,117.532,117.57,115.885,116.122,616830
2007-03-14 00:00:00,116.121,117.538,115.752,117.221,613285
2007-03-15 00:00:00,117.222,117.768,116.795,116.858,610968
2007-03-16 00:00:00,116.852,117.198,116.495,116.668,531053
2007-03-18 00:00:00,116.417,117.39,116.215,116.983,84104
2007-03-19 00:00:00,116.991,117.985,116.959,117.775,617679
2007-03-20 00:00:00,117.775,117.971,116.917,117.215,612320
2007-03-21 00:00:00,117.203,117.934,117.175,117.488,618439
2007-03-22 00:00:00,117.49,118.281,117.235,117.909,611936
2007-03-23 00:00:00,117.926,118.231,117.395,118.085,528365
2007-03-25 00:00:00,118.035,118.11,117.777,117.925,80091
2007-03-26 00:00:00,117.919,118.416,117.635,118.159,584840
2007-03-27 00:00:00,118.165,118.329,117.07,117.34,373718
2007-03-28 00:00:00,117.35,117.46,116.377,116.93,243284
2007-03-29 00:00:00,116.925,118.18,116.925,117.614,588632
2007-03-30 00:00:00,117.615,118.379,117.215,117.82,788793
2007-04-01 00:00:00,117.96,118.07,117.68,117.885,178651
2007-04-02 00:00:00,117.89,117.94,117.5,117.81,1273330
2007-04-03 00:00:00,117.81,118.98,117.805,118.75,1326359
2007-04-04 00:00:00,118.75,119.08,118.485,118.56,792664
2007-04-05 00:00:00,118.56,118.99,118.43,118.77,542492
2007-04-06 00:00:00,118.765,119.39,118.725,119.245,174240
2007-04-08 00:00:00,119.245,119.38,119.24,119.36,32827
2007-04-09 00:00:00,119.35,119.385,118.76,118.865,369761
2007-04-10 00:00:00,118.865,119.3,118.835,118.98,763425
2007-04-11 00:00:00,118.98,119.54,118.975,119.4,760253
2007-04-12 00:00:00,119.4,119.48,118.775,118.785,622463
2007-04-13 00:00:00,118.785,119.565,118.205,119.21,375380
2007-04-15 00:00:00,119.15,119.57,119.1,119.57,2452
2007-04-16 00:00:00,119.58,119.86,119.32,119.64,631139
2007-04-17 00:00:00,119.64,119.69,118.55,118.565,979712
2007-04-18 00:00:00,118.57,118.9,117.935,118.03,952991
2007-04-19 00:00:00,118.04,118.77,117.61,118.65,946410
2007-04-20 00:00:00,118.645,118.955,118.52,118.64,537974
2007-04-22 00:00:00,118.7,119,118.62,118.755,101530
2007-04-23 00:00:00,118.75,119.03,118.225,118.32,803731
2007-04-24 00:00:00,118.32,118.94,118.31,118.37,804251
2007-04-25 00:00:00,118.37,118.84,118.265,118.57,806494
2007-04-26 00:00:00,118.57,119.74,118.555,119.57,913155
2007-04-27 00:00:00,119.57,119.76,118.88,119.62,698722
2007-04-29 00:00:00,119.19,119.62,119.11,119.51,69901
2007-04-30 00:00:00,119.51,119.75,119.295,119.51,1384514
2007-05-01 00:00:00,119.51,119.935,119.07,119.92,1912881
2007-05-02 00:00:00,119.92,120.28,119.49,120.18,2066860
2007-05-03 00:00:00,120.18,120.465,119.965,120.33,1481683
2007-05-04 00:00:00,120.33,120.4,119.9,120.16,1103690
2007-05-06 00:00:00,120.06,120.18,119.905,119.93,197940
2007-05-07 00:00:00,119.92,120.13,119.775,119.88,1158882
2007-05-08 00:00:00,119.88,120.04,119.52,119.77,2673550
2007-05-09 00:00:00,119.77,120.23,119.625,120.04,2215999
2007-05-10 00:00:00,120.04,120.53,119.7,119.89,3594221
2007-05-11 00:00:00,119.9,120.23,119.47,120.17,2481440
2007-05-13 00:00:00,120.24,120.25,120.035,120.17,314012
2007-05-14 00:00:00,120.165,120.53,120.155,120.32,2534934
2007-05-15 00:00:00,120.32,120.575,120.12,120.225,2951680
2007-05-16 00:00:00,120.23,120.87,120.205,120.78,2890066
2007-05-17 00:00:00,120.78,121.36,120.755,121.3,2285265
2007-05-18 00:00:00,121.3,121.39,120.685,121.11,1979190
2007-05-20 00:00:00,121.09,121.28,120.96,121.25,324794
2007-05-21 00:00:00,121.25,121.63,121.23,121.52,1803513
2007-05-22 00:00:00,121.52,121.73,121.2,121.715,1970765
2007-05-23 00:00:00,121.715,121.87,121.31,121.55,2540270
2007-05-24 00:00:00,121.56,121.68,120.85,121.075,2756623
2007-05-25 00:00:00,121.08,121.87,121.065,121.77,1566353
2007-05-27 00:00:00,121.7,121.81,121.615,121.675,164770
2007-05-28 00:00:00,121.68,121.78,121.41,121.495,664109
2007-05-29 00:00:00,121.5,121.81,121.185,121.44,2721016
2007-05-30 00:00:00,121.44,121.77,121.37,121.525,2695377
2007-05-31 00:00:00,121.525,121.975,121.475,121.79,2093346
2007-06-01 00:00:00,121.79,122.135,121.77,122.06,1752562
2007-06-03 00:00:00,122.06,122.1,121.905,121.925,263909
2007-06-04 00:00:00,121.925,122.11,121.545,121.71,2007776
2007-06-05 00:00:00,121.705,121.94,121.115,121.27,2466226
2007-06-06 00:00:00,121.27,121.48,120.77,121.09,3233183
2007-06-07 00:00:00,121.09,121.56,120.86,121.24,3770523
2007-06-08 00:00:00,121.24,121.83,120.77,121.71,2551032
2007-06-10 00:00:00,121.71,121.75,121.51,121.62,380495
2007-06-11 00:00:00,121.62,121.835,121.515,121.63,2027930
2007-06-12 00:00:00,121.63,121.86,121.48,121.73,2148963
2007-06-13 00:00:00,121.73,122.76,121.71,122.73,2500705
2007-06-14 00:00:00,122.73,123.12,122.715,122.96,1698643
2007-06-15 00:00:00,122.96,123.66,122.94,123.43,1740090
2007-06-17 00:00:00,123.44,123.58,123.405,123.5,222096
2007-06-18 00:00:00,123.5,123.75,123.3,123.61,2291183
2007-06-19 00:00:00,123.61,123.71,123.275,123.34,2766827
2007-06-20 00:00:00,123.34,123.675,123.1,123.6,2719778
2007-06-21 00:00:00,123.61,123.96,123.475,123.96,2114313
2007-06-22 00:00:00,123.96,124.14,123.755,123.87,2295711
2007-06-24 00:00:00,123.69,123.93,123.68,123.89,288660
2007-06-25 00:00:00,123.89,123.94,123.305,123.48,2641087
2007-06-26 00:00:00,123.48,123.53,122.81,123.06,3456073
2007-06-27 00:00:00,123.06,123.36,122.225,122.89,3982595
2007-06-28 00:00:00,122.89,123.32,122.815,123.32,3206774
2007-06-29 00:00:00,123.32,123.56,122.96,123.17,2714303
2007-07-01 00:00:00,123.06,123.28,122.895,123.06,287748
2007-07-02 00:00:00,123.06,123.1,122.085,122.3,3168903
2007-07-03 00:00:00,122.3,122.68,122.125,122.26,2856472
2007-07-04 00:00:00,122.26,122.82,122.22,122.71,1424220
2007-07-05 00:00:00,122.71,123.02,122.33,123.01,3312249
2007-07-06 00:00:00,123.01,123.55,122.94,123.32,2635513
2007-07-08 00:00:00,123.36,123.66,123.355,123.61,273726
2007-07-09 00:00:00,123.61,123.66,123.165,123.25,2787436
2007-07-10 00:00:00,123.245,123.48,120.99,121.73,5008136
2007-07-11 00:00:00,121.72,122.52,121.06,122.21,5394483
2007-07-12 00:00:00,122.21,122.62,121.825,122.465,4209877
2007-07-13 00:00:00,122.465,122.54,121.9,121.91,3200075
2007-07-15 00:00:00,121.91,122.18,121.8,122.03,180837
2007-07-16 00:00:00,122.03,122.09,121.545,121.95,3061921
2007-07-17 00:00:00,121.95,122.41,121.69,121.84,3936042
2007-07-18 00:00:00,121.84,122.29,121.58,121.96,4391346
2007-07-19 00:00:00,121.96,122.28,121.78,122.175,3473628
2007-07-20 00:00:00,122.175,122.44,120.87,121.26,4008480
2007-07-22 00:00:00,121.6,121.68,120.8,121.08,408809
2007-07-23 00:00:00,121.08,121.52,120.43,120.51,3804047
2007-07-24 00:00:00,120.51,120.96,119.805,119.925,4013862
2007-07-25 00:00:00,119.92,120.74,119.89,120.54,4532786
2007-07-26 00:00:00,120.53,120.67,118.01,119.16,5060057
2007-07-27 00:00:00,119.16,119.29,118.42,118.6,4263088
2007-07-29 00:00:00,118.47,118.6,118.02,118.36,504212
2007-07-30 00:00:00,118.36,119.25,118.08,118.945,4680202
2007-07-31 00:00:00,118.945,119.49,118.34,118.56,4387709
2007-08-01 00:00:00,118.56,119.16,117.6,118.79,4822531
2007-08-02 00:00:00,118.79,119.37,118.33,119.16,3485149
2007-08-03 00:00:00,119.16,119.29,117.94,118.03,2976424
2007-08-05 00:00:00,117.44,117.7,117.18,117.69,623501
2007-08-06 00:00:00,117.68,119.1,117.42,118.77,4086825
2007-08-07 00:00:00,118.765,119.04,117.97,118.805,3461054
2007-08-08 00:00:00,118.81,119.83,118.8,119.67,3541757
2007-08-09 00:00:00,119.67,119.71,117.715,118.11,4880865
2007-08-10 00:00:00,118.11,118.74,117.205,118.35,4067962
2007-08-12 00:00:00,118.19,118.48,118.15,118.28,449035
2007-08-13 00:00:00,118.28,118.57,117.68,117.88,4439229
2007-08-14 00:00:00,117.88,118.52,117.34,117.39,5022359
2007-08-15 00:00:00,117.39,117.6,116.24,116.44,5917472
2007-08-16 00:00:00,116.44,116.44,111.99,113.09,4702105
2007-08-17 00:00:00,113.11,114.9,111.59,114.34,3355831
2007-08-19 00:00:00,114.16,114.64,113.66,114.47,405750
2007-08-20 00:00:00,114.47,115.5,114.15,115.02,4871852
2007-08-21 00:00:00,115.02,115.2,113.98,114.26,3447366
2007-08-22 00:00:00,114.27,116.07,114.255,116.01,3666938
2007-08-23 00:00:00,116.01,117.14,115.6,116.41,3545694
2007-08-24 00:00:00,116.41,116.45,115.52,116.42,3209477
2007-08-26 00:00:00,116.39,116.75,116.17,116.26,325096
2007-08-27 00:00:00,116.26,116.33,115.35,115.64,2642764
2007-08-28 00:00:00,115.64,115.73,113.855,114.05,3726462
2007-08-29 00:00:00,114.05,116.25,114.01,115.85,4042082
2007-08-30 00:00:00,115.85,116.13,115.2,116.03,3834568
2007-08-31 00:00:00,116.03,116.61,115.48,115.77,2757829
2007-09-02 00:00:00,115.84,115.92,115.66,115.83,260375
2007-09-03 00:00:00,115.83,116.11,115.68,115.81,1554500
2007-09-04 00:00:00,115.81,116.47,115.33,116.06,3506923
2007-09-05 00:00:00,116.06,116.1,114.81,115.38,4251394
2007-09-06 00:00:00,115.39,115.65,114.925,115.26,2783931
2007-09-07 00:00:00,115.26,115.32,113.12,113.36,3324269
2007-09-09 00:00:00,112.98,113.1,112.6,113.01,310197
2007-09-10 00:00:00,113.02,113.995,112.955,113.6,2029788
2007-09-11 00:00:00,113.6,114.38,113.39,114.12,2941324
2007-09-12 00:00:00,114.12,114.45,113.77,114.26,2731756
2007-09-13 00:00:00,114.26,115.49,114.115,115.02,2539025
2007-09-14 00:00:00,115.02,115.39,114.36,115.34,2148685
2007-09-16 00:00:00,115.22,115.38,115.1,115.295,164556
2007-09-17 00:00:00,115.295,115.36,114.66,114.95,1898954
2007-09-18 00:00:00,114.95,116.37,114.79,115.885,1979176
2007-09-19 00:00:00,115.89,116.32,115.655,115.865,2088157
2007-09-20 00:00:00,115.87,115.9,113.985,114.95,2197783
2007-09-21 00:00:00,114.95,115.85,114.62,115.47,1454202
2007-09-23 00:00:00,115.375,115.375,115.05,115.09,97147
2007-09-24 00:00:00,115.09,115.15,114.64,114.68,1383011
2007-09-25 00:00:00,114.68,114.98,114.025,114.97,1646361
2007-09-26 00:00:00,114.97,115.74,114.735,115.505,1281514
2007-09-27 00:00:00,115.505,115.89,114.9,115.22,1459145
2007-09-28 00:00:00,115.22,115.5,114.67,114.78,1308955
2007-09-30 00:00:00,114.73,115.11,114.71,115.055,199579
2007-10-01 00:00:00,115.055,116.06,114.78,115.41,1190567
2007-10-02 00:00:00,115.41,115.99,115.28,115.78,1306678
2007-10-03 00:00:00,115.78,116.775,115.675,116.63,1521822
2007-10-04 00:00:00,116.63,116.73,116.27,116.46,1588146
2007-10-05 00:00:00,116.46,117.26,116.34,116.97,1214531
2007-10-07 00:00:00,117.05,117.18,116.95,117.13,90586
2007-10-08 00:00:00,117.13,117.605,117.04,117.08,980734
2007-10-09 00:00:00,117.09,117.45,116.81,117.185,1694668
2007-10-10 00:00:00,117.185,117.53,116.96,117.25,2431805
2007-10-11 00:00:00,117.26,117.79,117.01,117.34,1916281
2007-10-12 00:00:00,117.34,117.69,117.14,117.59,1560966
2007-10-14 00:00:00,117.42,117.7,117.39,117.56,256902
2007-10-15 00:00:00,117.56,117.95,117.11,117.36,2684200
2007-10-16 00:00:00,117.355,117.44,116.335,116.475,2154056
2007-10-17 00:00:00,116.475,117.19,116.165,116.435,1728370
2007-10-18 00:00:00,116.435,116.64,115.015,115.09,1747521
2007-10-19 00:00:00,115.095,115.72,114.485,114.485,1757341
2007-10-21 00:00:00,114.1,114.13,113.25,113.9,572828
2007-10-22 00:00:00,113.89,114.64,113.49,114.43,4153562
2007-10-23 00:00:00,114.43,115.03,114.175,114.725,3758055
2007-10-24 00:00:00,114.725,114.74,113.805,114.075,3728375
2007-10-25 00:00:00,114.07,114.57,113.76,114.29,3586554
2007-10-26 00:00:00,114.29,114.58,113.98,114.145,2128015
2007-10-28 00:00:00,113.995,114.26,113.995,114.185,284603
2007-10-29 00:00:00,114.185,114.9,114.055,114.505,3791593
2007-10-30 00:00:00,114.515,115.015,114.38,114.725,3932233
2007-10-31 00:00:00,114.725,115.5,114.53,115.415,3898788
2007-11-01 00:00:00,115.415,115.92,114.365,114.845,4000123
2007-11-02 00:00:00,114.845,115.42,114.43,114.815,2581327
2007-11-04 00:00:00,114.76,114.77,114.35,114.645,722580
2007-11-05 00:00:00,114.645,114.81,114.02,114.51,3128809
2007-11-06 00:00:00,114.51,114.78,114.12,114.45,1790987
2007-11-07 00:00:00,114.45,114.55,112.045,112.95,1732922
2007-11-08 00:00:00,112.95,113.37,112.215,112.535,1542387
2007-11-09 00:00:00,112.535,112.775,110.5,110.66,1209566
2007-11-11 00:00:00,110.23,110.78,110.21,110.425,357185
2007-11-12 00:00:00,110.425,110.73,109.11,110.025,1460287
2007-11-13 00:00:00,110.025,111.28,109.68,110.98,1669353
2007-11-14 00:00:00,110.98,111.75,110.755,111.42,1805375
2007-11-15 00:00:00,111.42,111.55,109.95,110.06,1590743
2007-11-16 00:00:00,110.045,111.33,109.765,110.94,1636555
2007-11-18 00:00:00,110.84,111.07,110.665,110.705,83945
2007-11-19 00:00:00,110.705,110.775,109.605,109.725,2632357
2007-11-20 00:00:00,109.725,110.57,109.51,109.69,1994472
2007-11-21 00:00:00,109.69,109.71,108.255,108.73,1196019
2007-11-22 00:00:00,108.725,109.165,107.8,107.83,631116
2007-11-23 00:00:00,107.83,108.54,107.545,108.315,594688
2007-11-25 00:00:00,108.4,108.78,108.33,108.56,206776
2007-11-26 00:00:00,108.56,108.74,107.215,107.615,1237188
2007-11-27 00:00:00,107.615,109.145,107.53,108.43,1464593
2007-11-28 00:00:00,108.43,110.48,108.255,110.145,2255164
2007-11-29 00:00:00,110.145,110.305,109.47,110.2,1381551
2007-11-30 00:00:00,110.2,111.22,110.02,111.12,1127869
2007-12-02 00:00:00,111.01,111.02,110.52,110.56,68732
2007-12-03 00:00:00,110.56,110.755,110.13,110.365,683823
2007-12-04 00:00:00,110.37,110.495,109.555,110.065,568568
2007-12-05 00:00:00,110.065,111.18,110.035,111.13,720511
2007-12-06 00:00:00,111.13,111.46,110.62,111.315,568748
2007-12-07 00:00:00,111.32,111.785,111.165,111.725,484632
2007-12-09 00:00:00,111.43,111.685,111.345,111.535,137901
2007-12-10 00:00:00,111.535,111.94,111.455,111.76,865012
2007-12-11 00:00:00,111.76,112.135,110.475,110.84,735367
2007-12-12 00:00:00,110.84,112.465,110.815,111.94,1314410
2007-12-13 00:00:00,111.94,112.645,111.405,112.47,646191
2007-12-14 00:00:00,112.47,113.585,112.275,113.415,869889
2007-12-16 00:00:00,113.44,113.48,113.09,113.17,103842
